"NULL artifact on site adoption, skipping","采纳地点时出现 NULL 神器，跳过"
"NULL artifact on site realization, skipping","实现地点时出现 NULL 神器，跳过"
"NULL artifact on wg loot building, skipping","世界生成战利品建筑时出现 NULL 神器，跳过"
"NULL artifact on wg ruin building, skipping","世界生成废墟建筑时出现 NULL 神器，跳过"
"NULL artifact removed on load","读取时移除了 NULL 神器"
"NULL building pointer on load","读取时出现 NULL 建筑指针"
"NULL displayed announcement","显示的公告为 NULL"
"NULL inventory pointer on load","读取时出现 NULL 物品栏指针"
"NULL item projectile loaded","加载了 NULL 物品投射物"
"NULL unit projectile loaded","加载了 NULL 单位投射物"
"Onward to character creation","继续前往角色创建"
"Operation on a non-blocking socket could not complete immediately.","对非阻塞套接字的操作无法立即完成。"
"Page secondary selector down","页面向下二级选择器"
"Page secondary selector up","页面向上二级选择器"
"Partially used in place of low melee skills.","可部分用于替代低下的近战技能。"
"Partially used in place of low musical performance skills.","可部分用于替代低下的音乐演奏技能。"
"Partially used in place of low ranged skills.","可部分用于替代低下的远程技能。"
"Perhaps if you throw in some more goods I can make an offer.","或许你再添上一些货物，我就能出个价。"
"Persevere though it may be for nothing.","坚持下去，哪怕可能徒劳无功。"
"Praise listener for completing the task","称赞听者完成了任务"
"Prepare for disappointment.","准备好迎接失望吧。"
"Priesthood needs recognized","祭司职位需求已获认可"
"Provide the location of specific place","提供特定地点的位置"
"Proxy authentication is required to access the specified resource.","访问指定资源需要代理身份验证。"
"Put an item into a container.","将一个物品放入容器。"
"Put this item into a container.","将此物品放入容器。"
"Quick movement and other actions decrease stealth.","快速移动和其他动作会降低潜行效果。"
"Randomize appearance, respecting local populations","随机化外貌，并符合当地居民的特征"
"Recovering from deflection","从偏转中恢复"
"Refer listener to somebody older","让听众去请教更年长的人"
"Refuse to cease hostilities","拒绝停止敌对行动"
"Refuse to comply with demand","拒绝服从要求"
"Refuse to share this information","拒绝分享此信息"
"Reject the attempt to calm","拒绝安抚的尝试"
"Rely on willpower to see you through.","依靠意志力渡过难关。"
"Remind listener of pending service","提醒听众有待履行的效劳"
"Request suggestion for course of action","请求行动方案建议"
"Required to climb difficult surfaces safely.","安全攀爬困难表面所必需。"
"Required to swim well without floundering.","熟练游泳而不挣扎所必需。"
"Requires an item with a sharp edge.","需要一件带有锋利刃口的物品。"
"Reverb properties cannot be set on this channel because a parent channelgroup owns the reverb connection.","由于父频道组拥有混响连接，无法在此频道上设置混响属性。"
"Roughly a hundred live there","大约有一百人住在那里"
"Say something about the local area","说一些关于当地情况的话"
"Say something about your family","谈谈你的家人"
"Say something about your profession","谈谈你的职业"
"Say something about your schemes","谈谈你的图谋"
"Say something general about your emotional state or thoughts","大致说说你的情绪状态或想法"
"Say that you have no family","说你没有家人"
"SDL initialization failure","SDL 初始化失败"
"SDL initialization failure, trying windowed mode","SDL初始化失败，正在尝试窗口模式"
"See the SDL folder for license information.","许可信息请参见SDL文件夹。"
"See to the simple comforts.","照料简单的舒适设施。"
"See to your responsibilities.","履行你的职责。"
"Select memorized content or a form of prose.","选择记忆的内容或一种散文形式。"
"Select your combat preferences.","选择你的战斗偏好。"
"Several hundred live there","数百人居住于此"
"Shared subsounds cannot be replaced or moved from their parent stream, such as when the parent stream is an FSB file.","共享的子声音无法被替换或从其父流中移动，例如当父流是FSB文件时。"
"Shoot.  Requires a ranged weapon and ammunition.","射击。需要远程武器和弹药。"
"Siege engines are placed using the building menu at the bottom of the screen.","攻城器械通过屏幕底部的建造菜单放置。"
"Some changes are inevitable.","有些变化是不可避免的。"
"Sort units by how involved they are in the crime.","按单位参与犯罪的程度排序。"
"Sort units by profession category.","按职业类别为单位排序。"
"Sort units by profession name.","按职业名称为单位排序。"
"Sort units by stress level.","按压力水平为单位排序。"
"Soundcard does not support the specified format.","声卡不支持指定的格式。"
"Sound not found for the given event in getPointerToSoundFromEvent","在getPointerToSoundFromEvent中未找到给定事件的声音"
"Sound not found for the given event in getPointerToSoundFromEvent.","在getPointerToSoundFromEvent中未找到给定事件的声音。"
"Spread rumor of the insurrection","散布叛乱的流言"
"Spread rumor of your abduction","散布你遭绑架的流言"
"Stand ready but do not fire","保持戒备但不要开火"
"Start a performance.  This can take several turns to complete.","开始一场表演。这可能需要数个回合才能完成。"
"Start new game in existing world","在现有世界中开始新游戏"
"State feelings of acceptance","表达接受的情感"
"State feelings of admiration","表达钦佩的情感"
"State feelings of adoration","表达崇拜之情"
"State feelings of affection","表达爱慕之情"
"State feelings of aggravation","表达恼怒之情"
"State feelings of agitation","表达焦躁之情"
"State feelings of alienation","表达疏离之感"
"State feelings of amazement","表达惊叹之情"
"State feelings of ambivalence","表达矛盾心理"
"State feelings of amusement","表达愉悦之情"
"State feelings of annoyance","表达烦恼之情"
"State feelings of astonishment","表达震惊之情"
"State feelings of aversion","表达厌恶之情"
"State feelings of bitterness","表达怨恨之情"
"State feelings of confusion","表达困惑之情"
"State feelings of contempt","表达轻蔑之情"
"State feelings of contentment","表达满足之情"
"State feelings of dejection","表达沮丧之情"
"State feelings of disappointment","表达失望之情"
"State feelings of disillusionment","表达幻灭之感"
"State feelings of displeasure","表达不满之情"
"State feelings of eagerness","表达渴望之情"
"State feelings of embarassment","表达尴尬之情"
"State feelings of emptiness","表达空虚之感"
"State feelings of enjoyment","表达快乐之情"
"State feelings of enthusiasm","表达热情"
"State feelings of euphoria","表达欣快之情"
"State feelings of exasperation","表达愤懑之情"
"State feelings of excitement","表达兴奋之情"
"State feelings of exhilaration","表达振奋之情"
"State feelings of ferocity","表达凶悍之情"
"State feelings of fondness","表达喜爱之情"
"State feelings of frustration","表达沮丧之情"
"State feelings of glumness","表达郁闷之情"
"State feelings of gratitude","表达感激之情"
"State feelings of great acceptance","表达极度接纳之情"
"State feelings of great admiration","表达极度钦佩之情"
"State feelings of great adoration","表达极度爱慕之情"
"State feelings of great affection","表达极度钟爱之情"
"State feelings of great aggravation","表达极度恼怒之情"
"State feelings of great agitation","表达极度焦躁之情"
"State feelings of great alienation","表达极度疏离之情"
"State feelings of great amazement","表达极度惊奇之情"
"State feelings of great ambivalence","表达极度矛盾之情"
"State feelings of great amusement","表达极度愉悦之情"
"State feelings of great anger","表达极度愤怒之情"
"State feelings of great annoyance","表达极度恼火之情"
"State feelings of great anxiety","表达极度焦虑之情"
"State feelings of great apathy","表达极度冷漠之情"
"State feelings of great arousal","表达极度亢奋之情"
"State feelings of great astonishment","表达极度惊愕之情"
"State feelings of great aversion","表达极度厌恶之情"
"State feelings of great awe","表达极大的敬畏之情"
"State feelings of great bitterness","表达极大的怨愤之情"
"State feelings of great bliss","表达极大的喜悦之情"
"State feelings of great boredom","表达极大的无聊之情"
"State feelings of great caring","表达极大的关爱之情"
"State feelings of great confusion","表达极大的困惑之情"
"State feelings of great contempt","表达极大的轻蔑之情"
"State feelings of great contentment","表达极大的满足之情"
"State feelings of great dejection","表达极大的沮丧之情"
"State feelings of great delight","表达极大的欣喜之情"
"State feelings of great disappointment","表达极大的失望之情"
"State feelings of great disgust","表达极大的厌恶之情"
"State feelings of great disillusionment","表达极大的幻灭之情"
"State feelings of great dislike","表达极大的反感之情"
"State feelings of great displeasure","表达极大的不满之情"
"State feelings of great eagerness","表达极大的热切之情"
"State feelings of great elation","表达极大的欢欣之情"
"State feelings of great embarrassment","表达极大的尴尬之情"
"State feelings of great empathy","表达极大的同情之情"
"State feelings of great emptiness","表达极大的空虚之情"
"State feelings of great enjoyment","表达极大的愉悦之情"
"State feelings of great enthusiasm","表达极大的热情之情"
"State feelings of great euphoria","表达极大的狂喜之情"
"State feelings of great exasperation","表达极大的恼怒之情"
"State feelings of great excitement","表达极大的兴奋之情"
"State feelings of great exhilaration","表达强烈的兴奋之情"
"State feelings of great ferocity","表达强烈的凶残之情"
"State feelings of great flee","表达强烈的逃跑之情"
"State feelings of great fondness","表达强烈的喜爱之情"
"State feelings of great freedom","表达强烈的自由之情"
"State feelings of great frustration","表达强烈的沮丧之情"
"State feelings of great gaiety","表达强烈的欢快之情"
"State feelings of great gloom","表达强烈的忧郁之情"
"State feelings of great glumness","表达强烈的郁闷之情"
"State feelings of great gratitude","表达强烈的感激之情"
"State feelings of great grim satisfaction","表达强烈的阴郁满足之情"
"State feelings of great grouchiness","表达强烈的抱怨之情"
"State feelings of great grumpiness","表达强烈的暴躁之情"
"State feelings of great guilt","表达强烈的内疚之情"
"State feelings of great happiness","表达强烈的幸福之情"
"State feelings of great hatred","表达强烈的憎恨之情"
"State feelings of great hope","表达强烈的希望之情"
"State feelings of great hopelessness","表达强烈的绝望之情"
"State feelings of great humiliation","表达强烈的屈辱之情"
"State feelings of great insult","表达强烈的受辱之情"
"State feelings of great interest","表达强烈的兴趣之情"
"State feelings of great irritation","表达强烈的恼怒之情"
"State feelings of great isolation","表达强烈的孤独之情"
"State feelings of great jolliness","表达强烈的快活之情"
"State feelings of great joviality","表达强烈的欢乐之情"
"State feelings of great joy","表达强烈的喜悦"
"State feelings of great jubilation","表达强烈的欢欣之情"
"State feelings of great loathing","表达强烈的厌恶"
"State feelings of great loneliness","表达强烈的孤独感"
"State feelings of great love","表达强烈的爱意"
"State feelings of great lust","表达强烈的情欲"
"State feelings of great nervousness","表达强烈的紧张感"
"State feelings of great nostalgia","表达强烈的怀旧之情"
"State feelings of great optimism","表达强烈的乐观情绪"
"State feelings of great outrage","表达强烈的愤慨"
"State feelings of great panic","表达强烈的恐慌"
"State feelings of great passion","表达强烈的激情"
"State feelings of great patience","表达强烈的耐心"
"State feelings of great pleasure","表达强烈的愉悦"
"State feelings of great pride","表达强烈的自豪感"
"State feelings of great regret","表达强烈的悔恨"
"State feelings of great rejection","表达强烈的排斥感"
"State feelings of great relief","表达强烈的宽慰"
"State feelings of great remorse","表达强烈的自责"
"State feelings of great repentance","表达强烈的忏悔之意"
"State feelings of great resentment","表达强烈的怨恨"
"State feelings of great restlessness","表达强烈的焦躁不安"
"State feelings of great righteous indignation","表达强烈的义愤"
"State feelings of great satisfaction","表达强烈的满足感"
"State feelings of great self-pity","表达强烈的自怜"
"State feelings of great servility","表达强烈的奴性情绪"
"State feelings of great shame","表达强烈的羞耻情绪"
"State feelings of great suspicion","表达强烈的怀疑情绪"
"State feelings of great sympathy","表达强烈的同情情绪"
"State feelings of great tenderness","表达强烈的温柔情绪"
"State feelings of great triumph","表达强烈的胜利情绪"
"State feelings of great uneasiness","表达强烈的不安情绪"
"State feelings of great unhappiness","表达强烈的不快情绪"
"State feelings of great vengefulness","表达强烈的报复情绪"
"State feelings of great wonder","表达强烈的惊奇情绪"
"State feelings of great worry","表达强烈的担忧情绪"
"State feelings of great wrath","表达强烈的暴怒情绪"
"State feelings of great zeal","表达强烈的热忱情绪"
"State feelings of grim satisfaction","表达冷酷的满足情绪"
"State feelings of grouchiness","表达牢骚不满情绪"
"State feelings of grumpiness","表达暴躁易怒情绪"
"State feelings of happiness","表达快乐情绪"
"State feelings of hopelessness","表达绝望情绪"
"State feelings of humiliation","表达屈辱情绪"
"State feelings of interest","表达兴趣情绪"
"State feelings of irritation","表达恼怒情绪"
"State feelings of isolation","表达孤立情绪"
"State feelings of jolliness","表达欢乐情绪"
"State feelings of joviality","表达愉快情绪"
"State feelings of jubilation","表达欢欣鼓舞情绪"
"State feelings of loathing","表达厌恶之情"
"State feelings of loneliness","表达孤独之情"
"State feelings of nervousness","表达紧张之情"
"State feelings of nostalgia","表达怀旧之情"
"State feelings of optimism","表达乐观之情"
"State feelings of patience","表达耐心之情"
"State feelings of pleasure","表达愉悦之情"
"State feelings of rejection","表达排斥之情"
"State feelings of repentance","表达悔恨之情"
"State feelings of resentment","表达怨恨之情"
"State feelings of restlessness","表达焦躁之情"
"State feelings of righteous indignation","表达义愤之情"
"State feelings of satisfaction","表达满足之情"
"State feelings of self-pity","表达自怜之情"
"State feelings of servility","表达卑躬屈膝之情"
"State feelings of suspicion","表达怀疑之情"
"State feelings of sympathy","表达同情之情"
"State feelings of tenderness","表达温柔之情"
"State feelings of uneasiness","表达不安之情"
"State feelings of unhappiness","表达不快之情"
"State feelings of vengefulness","表达复仇之情"
"State intention to flee conflict","表达逃离冲突的意图"
"State minor feeling of acceptance","表达轻微的接纳之情"
"State minor feeling of admiration","表达轻微的钦佩之情"
"State minor feeling of adoration","表达轻微的爱慕之情"
"State minor feeling of affection","表达轻微的喜爱之情"
"State minor feeling of aggravation","表达轻微的恼怒之情"
"State minor feeling of agitation","表达轻微的焦躁之情"
"State minor feeling of alienation","表达轻微的疏离感"
"State minor feeling of amazement","表达轻微的惊叹之情"
"State minor feeling of ambivalence","表达轻微的矛盾心理"
"State minor feeling of amusement","表达轻微的愉悦之情"
"State minor feeling of anger","表达轻微的愤怒之情"
"State minor feeling of annoyance","表达轻微的烦恼之情"
"State minor feeling of anxiety","表达轻微的焦虑之情"
"State minor feeling of apathy","表达轻微的冷漠感"
"State minor feeling of arousal","表达轻微的冲动感"
"State minor feeling of astonishment","表达轻微的震惊之情"
"State minor feeling of aversion","表达轻微的厌恶之情"
"State minor feeling of awe","表达轻微的敬畏之情"
"State minor feeling of bitterness","表达轻微的怨恨之情"
"State minor feeling of bliss","表达轻微的狂喜之情"
"State minor feeling of boredom","表达轻微的无聊感"
"State minor feeling of caring","表达轻微的关爱之情"
"State minor feeling of confusion","表达轻微的困惑之情"
"State minor feeling of contempt","表达轻微的轻蔑之情"
"State minor feeling of contentment","表达轻微的满足感"
"State minor feeling of dejection","表达轻微的沮丧之情"
"State minor feeling of delight","表达轻微的欣喜之情"
"State minor feeling of disappointment","表达轻微的失望之情"
"State minor feeling of disgust","表达轻微的厌恶感"
"State minor feeling of disillusionment","表达轻微的幻灭感"
"State minor feeling of dislike","表达轻微的反感"
"State minor feeling of displeasure","表达轻微的不悦"
"State minor feeling of eagerness","表达轻微的热切感"
"State minor feeling of elation","表达轻微的欢欣"
"State minor feeling of embarrassment","表达轻微的尴尬感"
"State minor feeling of empathy","表达轻微的共情"
"State minor feeling of emptiness","表达轻微的空虚感"
"State minor feeling of enjoyment","表达轻微的乐趣"
"State minor feeling of enthusiasm","表达轻微的热情"
"State minor feeling of euphoria","表达轻微的欣快感"
"State minor feeling of exasperation","表达轻微的恼怒"
"State minor feeling of excitement","表达轻微的兴奋感"
"State minor feeling of exhilaration","表达轻微的振奋感"
"State minor feeling of ferocity","表达轻微的凶悍感"
"State minor feeling of fondness","表达轻微的喜爱"
"State minor feeling of freedom","表达轻微的自由感"
"State minor feeling of frustration","表达轻微的沮丧感"
"State minor feeling of gaiety","表达轻微的欢快"
"State minor feeling of glee","表达轻微的欢喜"
"State minor feeling of gloom","表达轻微的忧郁"
"State minor feeling of glumness","表达轻微的闷闷不乐"
"State minor feeling of gratitude","表达轻微的感激之情"
"State minor feeling of grim satisfaction","表达轻微的冷酷满足感"
"State minor feeling of grouchiness","表达轻微的不高兴情绪"
"State minor feeling of grumpiness","表达轻微的烦躁情绪"
"State minor feeling of guilt","表达轻微的内疚感"
"State minor feeling of happiness","表达轻微的幸福感"
"State minor feeling of hatred","表达轻微的仇恨感"
"State minor feeling of hope","表达轻微的希望感"
"State minor feeling of hopelessness","表达轻微的绝望感"
"State minor feeling of humiliation","表达轻微的屈辱感"
"State minor feeling of insult","表达轻微的受辱感"
"State minor feeling of interest","表达轻微的兴趣感"
"State minor feeling of irritation","表达轻微的恼怒感"
"State minor feeling of isolation","表达轻微的孤立感"
"State minor feeling of jolliness","表达轻微的快乐情绪"
"State minor feeling of joviality","表达轻微的欢快情绪"
"State minor feeling of joy","表达轻微的喜悦感"
"State minor feeling of jubilation","表达轻微的欢腾情绪"
"State minor feeling of loathing","表达轻微的厌恶感"
"State minor feeling of loneliness","表达轻微的孤独感"
"State minor feeling of love","表达轻微的爱意"
"State minor feeling of lust","表达轻微的欲望"
"State minor feeling of nervousness","表达轻微的紧张感"
"State minor feeling of nostalgia","表达轻微的怀旧感"
"State minor feeling of optimism","表达轻微的乐观感"
"State minor feeling of outrage","表达轻微的愤慨"
"State minor feeling of panic","表达轻微的恐慌感"
"State minor feeling of passion","表达轻微的激情"
"State minor feeling of patience","表达轻微的耐心"
"State minor feeling of pleasure","表达轻微的愉悦"
"State minor feeling of pride","表达轻微的自豪"
"State minor feeling of regret","表达轻微的懊悔"
"State minor feeling of rejection","表达轻微的排斥感"
"State minor feeling of relief","表达轻微的宽慰"
"State minor feeling of remorse","表达轻微的悔恨"
"State minor feeling of repentance","表达轻微的忏悔"
"State minor feeling of resentment","表达轻微的怨恨"
"State minor feeling of restlessness","表达轻微的焦躁"
"State minor feeling of righteous indignation","表达轻微的义愤"
"State minor feeling of satisfaction","表达轻微的满足"
"State minor feeling of self-pity","表达轻微的自怜"
"State minor feeling of servility","表达轻微的卑微"
"State minor feeling of shame","表达轻微的羞耻"
"State minor feeling of suspicion","表达轻微的怀疑"
"State minor feeling of sympathy","表达轻微的同情"
"State minor feeling of tenderness","表达轻微的温柔"
"State minor feeling of triumph","表达轻微的胜利感"
"State minor feeling of uneasiness","表达轻微的不安"
"State minor feeling of unhappiness","表达轻微的不快"
"State minor feeling of vengefulness","表达轻微的报复心"
"State minor feeling of wonder","表达轻微的惊奇"
"State minor feeling of worry","表达轻微的担忧"
"State minor feeling of wrath","表达轻微的愤怒之情"
"State minor feeling of zeal","表达轻微的热忱之情"
"State opinion that it is not your problem","表达这不关你的事的看法"
"State opinion that it is sad but not unexpected","表达此事令人悲伤但并不意外的看法"
"State opinion that it is terrible","表达此事很糟糕的看法"
"State opinion that it is terrifying","表达此事很可怕的看法"
"State opinion that it must be stopped with violent force","表达必须以暴力阻止此事的看法"
"State opinion that it was inevitable","表达此事不可避免的看法"
"State opinion that this is the life for you","表达这就是属于你的生活的看法"
"State that calming was unneeded","表示安抚并无必要"
"State that it accords with your faith","表示这符合你的信仰"
"State that it is for the best","表示这是最好的结果"
"State that it was fantastic","表示那非常精彩"
"State that it was legendary","表示那堪称传奇"
"State that listener had a good hunt","表示听者打了一场好猎"
"State that listener protected the defenseless from outlaws","表示听者保护了无助者免受不法之徒伤害"
"State that listener saved you from an enemy","表示听者将你从敌人手中救出"
"State that preaching is your calling","表示布道是你的天职"
"State that they are outlaws","表示他们是不法之徒"
"State that this is fantastic","表示这太棒了"
"State that this is no good","表示这不行"
"State that this is your favorite dance","表示这是你最喜欢的舞蹈"
"State that this is your favorite music","表示这是你最喜欢的音乐"
"State that this is your favorite poetry","表示这是你最喜欢的诗歌"
"State that you are conflicted","表示你内心矛盾"
"State that you are embarrassed by this kind of humor","声明你因这种幽默而感到尴尬"
"State that you are right in all matters","声明你在所有事情上都是对的"
"State that you disapprove of ribald poems","声明你不赞成粗俗诗"
"State that you enjoyed performing","声明你享受表演"
"State that you hate light poems","声明你讨厌轻快诗"
"State that you hate reflective poetry","声明你讨厌反思诗"
"State that you hate riddles","声明你讨厌谜语"
"State that you hate solemn poems","声明你讨厌肃穆诗"
"State that you love light poems","声明你喜爱轻快诗"
"State that you love raunchy poems","声明你喜爱下流诗"
"State that you love reflective poetry","声明你喜爱反思诗"
"State that you love ribald poems","声明你喜爱粗俗诗"
"State that you love riddles","声明你喜爱谜语"
"State that you love solemn poems","声明你喜爱肃穆诗"
"State your age emphatically","强调地陈述你的年龄"
"Strike somebody adjacent with a melee attack.  Also allows available parry, block, and dodge moves.","以近战攻击打击相邻的某人。同时也可进行可用的招架、格挡和闪避动作。"
"Summarize the many troubles","概述诸多烦恼"
"Supplies carried by each squad member","每名小队成员携带的补给"
"Switching from portable mode.","正在从便携模式切换。"
"Switching to portable mode.","正在切换到便携模式。"
"Tactical mode can be set by a button near the companion mode button on the main menu if you have multiple party members.","如果你有多名队伍成员，可以通过主菜单上同伴模式按钮旁边的按钮来设置战术模式。"
"Tactical mode is off.  Companions are following you.  Click to control everybody.","战术模式已关闭。同伴们正跟随你。点击以控制所有人。"
"Take care you are not deceived.","当心别被骗了。"
"Tell a story about a civilization or organization","讲述一个关于文明或组织的故事"
"Tell a story about a person or creature","讲述一个关于人物或生物的故事"
"Tell a story about a region","讲述一个关于某地区的故事"
"Tell listener both of you must be at location","告诉听者你们两人必须都在该地点"
"Tell listener that no services are available","告诉听者没有任何可用的服务"
"Tell listener that nothing has changed","告诉听者什么都没有改变"
"Tell listener to enjoy peace and remain vigilant","告诉听者要享受和平并保持警惕"
"Tell listener to try a shopkeeper","告诉听者去试试找店主"
"Temperate Coniferous Forest","温带针叶林"
"Thank you for returning my treasure.","谢谢你归还我的财宝。"
"That seems fair.  You have yourself a deal.","这看起来很公平。  成交。"
"The area gives off a sickly light","该区域散发着病态的光芒"
"The burden will be lifted soon.","这个负担很快就会解除。"
"The door is operated by a remote mechanism.  You cannot proceed.","这扇门由远程机关操作。  你无法通过。"
"The easiest way to move is to left click in the play area.  Your character will path to the target tile if possible.","最简单的移动方式是在游戏区域内左键单击。  如果可行，你的角色将寻路至目标格子。"
"The effort will reach a culmination.","这项努力将迎来顶点。"
"The enterprise will be a failure.","这番事业将会失败。"
"The hatch is operated by a remote mechanism.  You cannot proceed.","这个舱口由远程机关操作。  你无法通过。"
"The HTTP request timed out.","HTTP请求超时。"
"The length provided exceeds the allowable limit.","所提供的长度超过了允许的限制。"
"The live update connection failed due to the game already being connected.","实时更新连接失败，因为游戏已经处于连接状态。"
"The live update connection failed due to the game data being out of sync with the tool.","实时更新连接失败，因为游戏数据与工具不同步。"
"The live update connection timed out.","实时更新连接超时。"
"The object of your ambition will be realized.","你的抱负所向终将实现。"
"The partnership is one-sided.","这种合作关系是单方面的。"
"There are mounds of clouds above you, smooth on the bottom with prominent upward bulges.","你头顶上方有成堆的云，底部平滑，并带有明显的向上隆起。"
"There are no creatures available.","没有可用的生物。"
"There are scattered clouds underneath a striped sky.","条纹状的天空下散布着零星的云朵。"
"There are scattered puffy clouds above you.","你上方散布着蓬松的云朵。"
"There are two sides to every story.","每个故事都有两面。"
"There is a heavy blanket of fog enveloping everything.","浓厚的雾层笼罩着一切。"
"There is an unintelligible mess.","这里是一团令人费解的混乱。"
"There is a thin mist here.","这里有一层薄雾。"
"There is a thin mist outside.","外面有一层薄雾。"
"There is a version mismatch between the FMOD header and either the FMOD Studio library or the FMOD Low Level library.","FMOD 头文件与 FMOD Studio 库或 FMOD 低级库之间存在版本不匹配。"
"There is no furniture, building, or vehicle to interact with here.","这里没有可与之互动的家具、建筑或载具。"
"There is nothing to hold here.","这里没有可握持的东西。"
"There is nothing to pick up here.","这里没有可拾取的东西。"
"There is thick fog outside.","外面雾气浓重。"
"The requested event, parameter, bus or vca could not be found.","找不到所请求的事件、参数、总线或 vca。"
"The retrieved string is too long to fit in the supplied buffer and has been truncated.","检索到的字符串过长，无法容纳于提供的缓冲区中，已被截断。"
"The situation cannot get worse.","情况不可能再恶化了。"
"The sky above you is a uniform and dark gray.","你头顶的天空是均匀的深灰色。"
"The sky above you is completely gray, with dark cloud pillars pressing through it.","你头顶的天空完全是灰色的，黑色的云柱在其中翻涌压迫。"
"The sky above you is gray.","你头顶的天空是灰色的。"
"The sky above you is hazy and white.","你头顶的天空朦胧发白。"
"The sky above you is nearly black, ripped through with towering clouds.","你头顶的天空近乎漆黑，被高耸的云层撕裂。"
"The sky is alive with vortices of purple light and dark, boiling clouds","天空中紫色光芒的旋涡与黑暗沸腾的云层交相涌动"
"The sky is striped with thin clouds.","天空中布满条纹状的薄云。"
"The specified bank has already been loaded.","指定的 bank 已被加载。"
"The specified channel has been reused to play another sound.","指定的通道已被复用于播放其他声音。"
"The specified recording driver has been disconnected.","指定的录音驱动程序已断开连接。"
"The specified resource is already locked.","指定的资源已被锁定。"
"The specified resource requires authentication or is forbidden.","指定的资源需要身份验证或被禁止访问。"
"The specified tag could not be found or there are no tags.","找不到指定的标签，或者不存在任何标签。"
"The steam around the vegetation stops you from setting the fire.","植被周围的蒸汽使你无法点火。"
"The sun is directly above you","太阳正位于你的头顶"
"The syncpoint did not come from this sound handle.","同步点并非来自此声音句柄。"
"The task will be successful.","该任务将会成功。"
"The task will not be completed.","该任务将无法完成。"
"The temperature cannot be judged.","无法判断温度。"
"The temperature is as it has been and always will be.","温度和过去一样，并将永远如此。"
"The temperature is pleasant.","温度宜人。"
"The vectors passed in are not unit length, or perpendicular.","传入的向量不是单位长度，或不垂直。"
"The vegetation has been slightly perturbed.","植被受到了轻微扰动。"
"The vegetation has been slightly perturbed here.","这里的植被受到了轻微扰动。"
"The vegetation is bent here.","这里的植被被压弯了。"
"The vegetation is broken here.","这里的植被被折断了。"
"The vegetation is heavily damaged.","植被严重受损。"
"The vegetation is heavily damaged here.","这里的植被严重受损。"
"The vegetation is submerged.","植被被淹没在水下。"
"The vegetation is too wet.","植被太湿了。"
"The version number of this file format is not supported.","不支持此文件格式的版本号。"
"The webs make it impossible to stand.","蛛网使人无法站立。"
"They belong to you or a companion.","它们属于你或你的同伴。"
"Think of others today, not yourself.","今天要为他人着想，而非自己。"
"Think on what came before and what follows.","思考先前之事与随后之事。"
"This artwork has been lost.","这件艺术品已经失传。"
"This creature dwells underground.","该生物栖息于地下。"
"This function cannot be called on a default constructed task","不能在默认构造的任务上调用此函数"
"This is an unintelligible mess.","这是一堆难以理解的东西。"
"This is common knowledge where you are from.","在你的家乡这是众所周知的常识。"
"This is the abilities menu.","这是能力菜单。"
"This is the butchering and crafting menu.","这是屠宰和制作菜单。"
"This is the companion menu.","这是同伴菜单。"
"This is the conversation menu.","这是对话菜单。"
"This is the hold and climb menu.","这是抓握与攀爬菜单。"
"This is the inventory menu.","这是物品栏菜单。"
"This is the sleep menu.  Here you can sleep to overcome drowsiness or wait to pass time.","这是睡眠菜单。在这里你可以睡觉以消除困倦，或者等待以消磨时间。"
"This is your deceased spouse.","这是你已故的配偶。"
"This is your former apprentice.","这是你从前的徒弟。"
"This is your former master.","这是你从前的师父。"
"This is your former spouse.","这是你从前的配偶。"
"This is your traveling companion.","这是你的旅伴。"
"This party member is currently automated in tactical mode.","该队伍成员目前在战术模式下处于自动控制状态。"
"This party member is manually controlled in tactical mode.","该队伍成员在战术模式下由手动控制。"
"This Version of DF uses FMOD Studio","此版本的 DF 使用 FMOD Studio"
"Today, somebody will be cruel.","今天，有人会做出残忍之事。"
"Today you will have a moment of weakness.","今天，你会有一刻的软弱。"
"Toggle the display of spoor for tracking.","切换追踪时踪迹的显示。"
"Tried to call a function on a thread that is not supported.","尝试在不支持的线程上调用函数。"
"Tried to use a feature that requires hardware support.","尝试使用需要硬件支持的功能。"
"Tropical Dry Broadleaf Forest","热带干旱阔叶林"
"Tropical Moist Broadleaf Forest","热带湿润阔叶林"
"Unable to complete building","无法完成建造"
"Unknown crashlog specifier","未知的崩溃日志说明符"
"Unsupported file or audio format.","不支持的文件或音频格式。"
"Value passed in was a NaN, Inf or denormalized float.","传入的值是 NaN、Inf 或非规格化浮点数。"
"Vanilla Buildings Graphics","原版建筑图形"
"Vanilla Creatures Graphics","原版生物图形"
"Vanilla Descriptors Graphics","原版描述符图形"
"Vanilla Interactions Graphics","原版互动图形"
"Verbally struggle against agony","用言语对抗痛苦"
"Verbally struggle against alarm","用言语对抗惊慌"
"Verbally struggle against anguish","用言语对抗悲苦"
"Verbally struggle against despair","用言语对抗绝望"
"Verbally struggle against dismay","用言语对抗沮丧"
"Verbally struggle against distress","用言语对抗苦恼"
"Verbally struggle against doubt","用言语对抗怀疑"
"Verbally struggle against existential crisis","用言语对抗存在危机"
"Verbally struggle against fear","用言语对抗恐惧"
"Verbally struggle against fright","用言语对抗惊吓"
"Verbally struggle against great agony","用言语对抗剧痛"
"Verbally struggle against great alarm","用言语对抗极度惊慌"
"Verbally struggle against great anguish","用言语对抗极度悲苦"
"Verbally struggle against great despair","用言语对抗极度绝望"
"Verbally struggle against great dismay","用言语对抗极度沮丧"
